"&copy; 2013 Magento Demo Store. All Rights Reserved.","&copy; 2013 Magento DEMOOOOOO Store. All Rights Reserved."
"&copy; 2017 Magento Demo Store. All Rights Reserved.","&copy; 2017 Magento DEMOOOOOO STOREEEEE. All Rights Reserved."
